"Марка","Модель","Год выпуска","Тип кузова","Объём двигателя","Пробег","Цена","Город","Дата публикации","Ссылка на объявление"
Lexus,"RX 350",2024,"Кроссовер","2.4 (бензин)","39 000 км","35 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/183829189
Lexus,"GX 460",2022,"Внедорожник","4.6 (бензин)","28 000 км","39 000 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/185397487
BMW,X5,2019,"Кроссовер","3 (бензин)","70 000 км","45 000 000 ₸","Алматы",2025-07-05T20:55:33+05:00,https://kolesa.kz/a/show/193341040
BMW,X7,2019,"Кроссовер","3 (бензин)","120 000 км","34 000 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/192665941
Mercedes-Benz,"S 300",1989,Седан,"3 (бензин)","85 000 км","20 000 000 ₸","Алматы",2025-07-05T11:53:43+05:00,https://kolesa.kz/a/show/144423364
Toyota,"Land Cruiser Prado",2013,"Внедорожник","4 (бензин)","190 000 км","21 000 000 ₸","Алматы",2025-07-04T12:27:59+05:00,https://kolesa.kz/a/show/191312417
Audi,"RS 6",2013,"Универсал","4 (бензин)","90 000 км","35 000 000 ₸","Алматы",2025-07-04T11:45:05+05:00,https://kolesa.kz/a/show/151569738
BMW,X7,2019,"Кроссовер","3 (бензин)","77 000 км","40 000 000 ₸","Алматы",2025-07-06T10:30:19+05:00,https://kolesa.kz/a/show/192630236
Jeep,Wrangler,2022,"Внедорожник","3.6 (бензин)","17 000 км","28 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/190990372
Tesla,"Model X",2019,"Кроссовер",,"45 000 км","28 000 000 ₸","Алматы",2025-07-01T15:47:55+05:00,https://kolesa.kz/a/show/192097005
Jaguar,XJ,2018,Седан,"3 (бензин)","83 000 км","35 000 000 ₸","Алматы",2025-07-04T15:46:05+05:00,https://kolesa.kz/a/show/187385491
Toyota,"Land Cruiser",2020,"Внедорожник","5.7 (бензин)","34 000 км","49 900 000 ₸","Алматы",2025-07-02T16:27:15+05:00,https://kolesa.kz/a/show/187212439
Subaru,Outback,2025,"Универсал","2.5 (бензин)",,"24 490 000 ₸","Алматы",2025-07-01T16:48:19+05:00,https://kolesa.kz/a/show/188874020
BMW,M6,2013,"Купе","4.4 (бензин)",,"35 000 000 ₸","Алматы",2025-07-04T16:06:11+05:00,https://kolesa.kz/a/show/184651315
Lexus,"RX 350",2019,"Кроссовер","3.5 (бензин)","83 000 км","21 000 000 ₸","Алматы",2025-07-04T15:30:26+05:00,https://kolesa.kz/a/show/187627364
Toyota,Sienna,2021,"Минивэн","2.5 (гибрид)","90 000 км","28 000 000 ₸","Алматы",2025-07-02T00:36:48+05:00,https://kolesa.kz/a/show/192462900
Lexus,"ES 350",2020,Седан,"3.5 (бензин)","78 000 км","25 000 000 ₸","Алматы",2025-07-05T20:51:36+05:00,https://kolesa.kz/a/show/178771758
Audi,Q8,2019,"Кроссовер","3 (бензин)","40 000 км","34 000 000 ₸","Алматы",2025-07-01T18:06:29+05:00,https://kolesa.kz/a/show/142430057
Audi,"RS Q3",2022,"Кроссовер","2.5 (бензин)","17 000 км","47 888 888 ₸","Алматы",2025-07-02T01:58:15+05:00,https://kolesa.kz/a/show/170761461
Toyota,"Land Cruiser",2012,"Внедорожник","4.5 (дизель)","205 000 км","21 000 000 ₸","Алматы",2025-07-04T11:29:40+05:00,https://kolesa.kz/a/show/193230189
Toyota,"Land Cruiser",2012,"Внедорожник","4.5 (дизель)","300 000 км","20 000 000 ₸","Алматы",2025-07-05T14:08:14+05:00,https://kolesa.kz/a/show/185995781
Toyota,"Land Cruiser Prado",2024,"Внедорожник","2.7 (бензин)","5 000 км","34 000 000 ₸","Алматы",2025-07-01T10:14:00+05:00,https://kolesa.kz/a/show/192955857
Mercedes-Benz,"G 350",2011,"Внедорожник","3 (дизель)","160 000 км","20 000 000 ₸","Алматы",2025-07-05T12:55:35+05:00,https://kolesa.kz/a/show/184238024
BMW,X7,2019,"Кроссовер","3 (бензин)","111 000 км","35 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/192795732
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","138 000 км","21 000 000 ₸","Алматы",2025-07-04T18:10:33+05:00,https://kolesa.kz/a/show/191918599
Mercedes-Benz,"S 500",2013,Седан,"4.7 (бензин)","70 000 км","28 000 000 ₸","Алматы",2025-07-02T00:26:20+05:00,https://kolesa.kz/a/show/134494828
BMW,X5,2019,"Кроссовер","4.4 (бензин)","164 000 км","39 000 000 ₸","Алматы",2025-07-03T15:35:42+05:00,https://kolesa.kz/a/show/188371319
Toyota,"Land Cruiser",2008,"Внедорожник","4.7 (газ-бензин)","325 000 км","20 000 000 ₸","Алматы",2025-07-05T14:32:05+05:00,https://kolesa.kz/a/show/193316007
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)",,"21 000 000 ₸","Алматы",2025-07-04T18:30:35+05:00,https://kolesa.kz/a/show/190842095
Nissan,GT-R,2011,"Купе","3.8 (бензин)","59 000 км","35 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193122127
Toyota,Highlander,2020,"Кроссовер","3.5 (бензин)","90 500 км","21 000 000 ₸","Алматы",2025-07-04T12:35:47+05:00,https://kolesa.kz/a/show/190812858
Jeep,Wrangler,2012,"Внедорожник","3.6 (бензин)","160 000 км","20 000 000 ₸","Алматы",2025-07-05T08:37:22+05:00,https://kolesa.kz/a/show/169256856
Li,L9,2024,"Внедорожник","1.5 (гибрид)","13 000 км","28 000 000 ₸","Алматы",2025-07-02T20:38:06+05:00,https://kolesa.kz/a/show/193106802
Volkswagen,Atlas,2022,"Внедорожник","3.6 (бензин)","44 000 км","28 000 000 ₸","Алматы",2025-07-02T20:22:39+05:00,https://kolesa.kz/a/show/173439317
BMW,X5,2020,"Кроссовер","3 (бензин)","100 000 км","28 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/190843557
Lexus,"ES 250",2022,Седан,"2.5 (бензин)","20 000 км","20 000 000 ₸","Алматы",2025-07-05T17:45:15+05:00,https://kolesa.kz/a/show/190822511
Hyundai,Palisade,2021,"Кроссовер","3.8 (бензин)","53 000 км","21 000 000 ₸","Алматы",2025-07-04T19:13:25+05:00,https://kolesa.kz/a/show/193263552
BMW,X5,2016,"Кроссовер","3 (бензин)","95 000 км","21 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/190836202
Xiaomi,SU7,2025,Седан,,,"40 990 000 ₸","Алматы",2025-07-01T14:30:22+05:00,https://kolesa.kz/a/show/183394415
Toyota,Highlander,2017,"Кроссовер","3.5 (бензин)","118 000 км","21 000 000 ₸","Алматы",2025-07-04T15:22:54+05:00,https://kolesa.kz/a/show/190827719
Volkswagen,Atlas,2022,"Внедорожник","3.6 (бензин)","45 000 км","28 000 000 ₸","Алматы",2025-07-02T20:23:21+05:00,https://kolesa.kz/a/show/155060280
Porsche,Boxster,2022,"Родстер","2 (бензин)",,"20 000 000 ₸","Алматы",2025-07-05T13:05:41+05:00,https://kolesa.kz/a/show/192449417
Mitsubishi,"Montero Sport",2023,"Внедорожник","3 (бензин)",,"20 595 388 ₸","Алматы",2025-07-02T19:05:42+05:00,https://kolesa.kz/a/show/193098043
Mercedes-Benz,"GL 500",2013,"Внедорожник","4.7 (бензин)",,"20 000 000 ₸","Алматы",2025-07-05T08:03:57+05:00,https://kolesa.kz/a/show/193290671
"Land Rover","Range Rover Sport",2022,"Внедорожник","3 (бензин)","74 000 км","45 000 000 ₸","Алматы",2025-07-06T00:42:41+05:00,https://kolesa.kz/a/show/192637051
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","17 000 км","21 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/191814649
Toyota,"Land Cruiser",2015,"Внедорожник","4.5 (дизель)","60 000 км","28 000 000 ₸","Алматы",2025-07-02T20:19:16+05:00,https://kolesa.kz/a/show/182342837
Toyota,"Land Cruiser",2012,"Внедорожник","4 (бензин)","240 000 км","20 000 000 ₸","Алматы",2025-07-05T12:40:36+05:00,https://kolesa.kz/a/show/188350508
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)",,"21 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/189468946
Porsche,Cayenne,2018,"Кроссовер","2.9 (бензин)","45 000 км","40 000 000 ₸","Алматы",2025-07-04T22:05:29+05:00,https://kolesa.kz/a/show/186813809
BMW,"X4 M",2021,"Кроссовер","3 (бензин)","20 000 км","40 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/191327197
BMW,X5,2020,"Кроссовер","3 (бензин)","56 382 км","39 000 000 ₸","Алматы",2025-07-05T12:43:16+05:00,https://kolesa.kz/a/show/188249334
BMW,X1,2021,"Кроссовер","2 (бензин)","80 000 км","20 000 000 ₸","Алматы",2025-07-05T10:35:17+05:00,https://kolesa.kz/a/show/193300329
Hyundai,Palisade,2025,"Кроссовер","2.5 (бензин)",,"40 000 000 ₸","Алматы",2025-07-05T01:18:00+05:00,https://kolesa.kz/a/show/191894605
Toyota,"Land Cruiser",2015,"Внедорожник","4.6 (бензин)","114 000 км","28 000 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/191425826
Toyota,Camry,2021,Седан,"2.5 (бензин)","2 350 км","21 000 000 ₸","Алматы",2025-07-04T12:30:05+05:00,https://kolesa.kz/a/show/179405778
Mercedes-Benz,"E 53 AMG",2019,Седан,"3 (бензин)","25 000 км","35 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/193062847
Lexus,"RX 350",2017,"Кроссовер","3.5 (бензин)","200 000 км","20 000 000 ₸","Алматы",2025-07-05T10:37:26+05:00,https://kolesa.kz/a/show/165260775
Mercedes-Benz,"S 500",2014,Седан,"4.7 (бензин)",,"35 000 000 ₸","Алматы",2025-07-03T08:04:22+05:00,https://kolesa.kz/a/show/193132004
Toyota,"Land Cruiser",2019,"Внедорожник","4.6 (бензин)","111 000 км","40 000 000 ₸","Алматы",2025-07-05T08:22:00+05:00,https://kolesa.kz/a/show/183225519
Mercedes-Benz,"S 63 AMG",2017,Седан,"4 (бензин)","59 000 км","49 000 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/182984592
Toyota,Sienna,2023,"Минивэн","2.5 (гибрид)","50 000 км","21 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193136306
Hongqi,H9,2023,Седан,"2 (бензин)",,"40 000 000 ₸","Алматы",2025-07-05T15:04:09+05:00,https://kolesa.kz/a/show/179911534
Lexus,"ES 350",2022,Седан,"3.5 (бензин)","44 000 км","28 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192110426
Lexus,"LX 570",2010,"Внедорожник","5.7 (бензин)","222 222 км","20 000 000 ₸","Алматы",2025-07-05T17:52:19+05:00,https://kolesa.kz/a/show/176878532
Tank,500,2025,"Внедорожник","3 (бензин)",,"26 990 000 ₸","Алматы",2025-07-05T11:23:35+05:00,https://kolesa.kz/a/show/192242723
Mercedes-Benz,"G 500",2009,"Внедорожник","5.5 (бензин)","290 000 км","20 000 000 ₸","Алматы",2025-07-05T00:29:48+05:00,https://kolesa.kz/a/show/192165750
Lexus,"ES 250",2021,Седан,"2.5 (бензин)","125 000 км","20 500 000 ₸","Алматы",2025-07-01T13:06:07+05:00,https://kolesa.kz/a/show/189410153
Toyota,GR86,2022,"Купе","2.4 (бензин)","6 000 км","20 500 000 ₸","Алматы",2025-07-01T12:39:07+05:00,https://kolesa.kz/a/show/181080788
Toyota,"Land Cruiser",2017,"Внедорожник","4.6 (бензин)","120 000 км","40 000 000 ₸","Алматы",2025-07-05T23:00:54+05:00,https://kolesa.kz/a/show/193348254
Mercedes-Maybach,"S 450",2019,Седан,"3 (бензин)","96 765 км","49 051 625 ₸","Алматы",2025-07-01T15:53:43+05:00,https://kolesa.kz/a/show/192987576
Dodge,Ram,2021,"Пикап","5.7 (бензин)","19 000 км","35 000 000 ₸","Алматы",2025-07-03T09:28:43+05:00,https://kolesa.kz/a/show/169369160
Hyundai,Palisade,2023,"Кроссовер","3.8 (бензин)","37 150 км","28 000 000 ₸","Алматы",2025-07-01T21:03:35+05:00,https://kolesa.kz/a/show/192241900
Mercedes-Benz,"GL 63 AMG",2015,"Внедорожник","5.5 (бензин)","77 000 км","28 000 000 ₸","Алматы",2025-07-01T19:56:54+05:00,https://kolesa.kz/a/show/171438049
"Land Rover","Range Rover Evoque",2020,"Кроссовер","2 (бензин)","29 000 км","21 000 000 ₸","Алматы",2025-07-03T21:53:01+05:00,https://kolesa.kz/a/show/191463904
Toyota,"Land Cruiser",2016,"Внедорожник","4.6 (бензин)","100 000 км","35 000 000 ₸","Алматы",2025-07-03T19:50:20+05:00,https://kolesa.kz/a/show/148464256
Mini,Countryman,2025,"Кроссовер","2 (бензин)","7 км","39 068 422 ₸","Алматы",2025-07-05T16:00:22+05:00,https://kolesa.kz/a/show/191996621
BMW,750,2020,Седан,"4.4 (бензин)","70 000 км","40 000 000 ₸","Алматы",2025-07-06T13:53:40+05:00,https://kolesa.kz/a/show/192750645
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)",,"23 000 000 ₸","Алматы",2025-07-01T15:56:25+05:00,https://kolesa.kz/a/show/181031887
Hyundai,Palisade,2020,"Кроссовер","3.8 (бензин)","80 000 км","20 000 000 ₸","Алматы",2025-07-05T01:30:06+05:00,https://kolesa.kz/a/show/158253635
Tesla,"Model Y",2023,"Кроссовер",,"7 000 км","21 000 000 ₸","Алматы",2025-07-03T16:41:19+05:00,https://kolesa.kz/a/show/191724958
Jeep,Wrangler,2015,"Внедорожник","2.8 (дизель)","120 000 км","23 000 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/190266852
Lexus,"ES 350",2018,Седан,"3.5 (бензин)","100 000 км","23 000 000 ₸","Алматы",2025-07-02T00:14:24+05:00,https://kolesa.kz/a/show/169486221
Audi,Q7,2018,"Кроссовер","2 (бензин)","115 000 км","20 500 000 ₸","Алматы",2025-07-01T15:31:12+05:00,https://kolesa.kz/a/show/180437649
Porsche,Cayenne,2018,"Кроссовер","3 (дизель)","157 000 км","23 000 000 ₸","Алматы",2025-07-01T16:39:11+05:00,https://kolesa.kz/a/show/169598417
Toyota,Highlander,2020,"Кроссовер","3.5 (бензин)","85 000 км","21 000 000 ₸","Алматы",2025-07-03T19:06:27+05:00,https://kolesa.kz/a/show/191872830
BMW,X6,2021,"Кроссовер","4.4 (бензин)","30 000 км","49 000 000 ₸","Алматы",2025-07-02T19:30:12+05:00,https://kolesa.kz/a/show/175247651
IM,LS7,2023,"Кроссовер",,"17 000 км","20 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192594922
Mercedes-Benz,"S 65 AMG",2018,Седан,"5.5 (бензин)",,"20 000 000 ₸","Алматы",2025-07-05T08:03:28+05:00,https://kolesa.kz/a/show/193290218
Mercedes-Benz,"G 55 AMG",2006,"Внедорожник","5.5 (бензин)",,"20 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192638971
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","215 000 км","23 000 000 ₸","Алматы",2025-07-02T08:03:13+05:00,https://kolesa.kz/a/show/190687167
Mercedes-Benz,Sprinter,2021,"Микроавтобус","2.2 (дизель)",,"35 000 000 ₸","Алматы",2025-07-04T16:18:02+05:00,https://kolesa.kz/a/show/193251363
"Polar Stone","Jishi 01",2024,"Внедорожник","1.5 (гибрид)","15 000 км","22 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192988977
Toyota,Highlander,2023,"Кроссовер","2.5 (гибрид)","29 000 км","22 000 000 ₸","Алматы",2025-07-02T17:03:17+05:00,https://kolesa.kz/a/show/191336311
Mercedes-Benz,"G 63 AMG",2014,"Внедорожник","5.5 (бензин)","154 000 км","40 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192651656
Mercedes-Benz,"G 500",2012,"Внедорожник","5 (бензин)","280 000 км","21 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193136640
BMW,320,2022,Седан,"2 (бензин)","65 000 км","23 000 000 ₸","Алматы",2025-07-02T11:34:05+05:00,https://kolesa.kz/a/show/176244054
Chevrolet,Tahoe,2022,"Внедорожник","5.3 (бензин)","59 000 км","45 000 000 ₸","Алматы",2025-07-04T02:18:46+05:00,https://kolesa.kz/a/show/193214083
"Land Rover","Range Rover Sport",2014,"Внедорожник","3 (бензин)","111 000 км","22 000 000 ₸","Алматы",2025-07-02T18:34:17+05:00,https://kolesa.kz/a/show/175632214
BMW,X7,2021,"Кроссовер","3 (бензин)","62 000 км","47 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192098875
Chevrolet,Tahoe,2022,"Внедорожник","6.2 (бензин)","25 000 км","45 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/188478185
"Land Rover","Range Rover",2018,"Внедорожник","5 (бензин)","58 000 км","49 000 000 ₸","Алматы",2025-07-01T23:39:21+05:00,https://kolesa.kz/a/show/177181270
Kia,Carnival,2023,"Минивэн","3.5 (бензин)","22 000 км","21 000 000 ₸","Алматы",2025-07-03T16:02:02+05:00,https://kolesa.kz/a/show/193170482
Xiaomi,SU7,2025,Седан,,,"22 000 000 ₸","Алматы",2025-07-02T13:15:51+05:00,https://kolesa.kz/a/show/190309214
Toyota,"Land Cruiser",2019,"Внедорожник","4.6 (бензин)","100 000 км","39 000 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/192602297
Genesis,GV70,2022,"Кроссовер","2.2 (дизель)","29 400 км","23 000 000 ₸","Алматы",2025-07-01T22:24:12+05:00,https://kolesa.kz/a/show/188558738
Toyota,"Land Cruiser",2012,"Внедорожник","4.6 (бензин)","271 000 км","22 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192973906
Cadillac,"Escalade ESV",2020,"Внедорожник","6.2 (бензин)","120 000 км","35 000 000 ₸","Алматы",2025-07-03T07:50:41+05:00,https://kolesa.kz/a/show/176452025
